pseudoID,factor_1,factor_2,factor_2a,factor_3,factor_4,factor_5,factor_5a,factor_6,factor_7,factor_8,factor_9,allRaces,race,sex,psa_court_case_eligible_booking,psa_outcome_eligible,fta_points,nca_points,nvca_points,fta_score,nca_score,nvca_score,nvca_flag,fta,nca,nvca,time_at_risk_fta,time_at_risk_nca,time_at_risk_nvca_new,race1,sex1,release
914719589,0,1,0,0,0,0,0,0,0,0,0,White,White,Female,1,Released,0,0,2,1,1,2,0,0.0,0.0,0.0,65.0,65.0,65.0,1,0,1
5737432033,0,0,0,0,0,0,0,0,0,0,0,Black,Non-white,Male,1,Released,0,0,0,1,1,1,0,0.0,0.0,0.0,,,,0,1,1
8927182114,0,1,0,0,0,0,0,0,0,0,0,Black,Non-white,Male,1,Released,0,0,2,1,1,2,0,0.0,0.0,0.0,212.0,212.0,212.0,0,1,1
8808045033,0,0,0,0,0,0,0,0,0,0,0,Black,Non-white,Male,1,Released,0,0,0,1,1,1,0,0.0,0.0,0.0,1093.0,1093.0,1093.0,0,1,1
2626484162,0,0,0,0,1,1,1,2,0,1,1,Black,Non-white,Male,1,Released,2,5,2,3,4,2,0,1.0,1.0,0.0,232.0,86.0,953.0,0,1,1
4578745366,0,1,0,1,1,1,1,1,1,0,1,Black,Non-white,Male,1,Detained,4,9,5,4,6,5,1,,,,,,,0,1,0
3150138157,0,1,0,0,0,0,0,0,0,0,0,Unknown,Non-white,Male,1,Released,0,0,2,1,1,2,0,0.0,0.0,0.0,72.0,72.0,72.0,0,1,1
141645426,0,0,0,0,1,1,1,0,0,1,0,White,White,Male,1,Detained,2,2,1,3,2,1,0,,,,,,,1,1,0
4126630359,0,0,0,0,0,0,0,0,0,0,0,Black,Non-white,Male,1,Detained,0,0,0,1,1,1,0,,,,,,,0,1,0
4805704326,1,0,0,0,0,0,0,0,0,0,0,Black,Non-white,Male,1,Released,0,2,0,1,2,1,0,0.0,0.0,0.0,42.0,42.0,42.0,0,1,1
2317695045,0,1,0,0,1,1,1,2,0,1,1,Black,Non-white,Female,1,Detained,2,5,4,3,4,4,1,,,,,,,0,0,0
109827471,0,0,0,0,1,0,1,2,1,1,1,Black,Non-white,Male,1,Detained,4,5,2,4,4,2,0,,,,,,,0,1,0
4775920181,0,1,0,1,0,0,0,0,1,1,0,Black,Non-white,Male,1,Released,4,4,3,4,3,3,0,1.0,0.0,0.0,511.0,1076.0,1076.0,0,1,1
5756809541,0,0,0,0,1,0,1,0,1,1,0,Black,Non-white,Male,1,Released,4,2,1,4,2,1,0,1.0,1.0,0.0,364.0,96.0,548.0,0,1,1
4411211634,0,1,0,0,1,0,1,0,0,1,0,Hispanic,Non-white,Male,1,Released,2,1,3,3,2,3,0,0.0,0.0,0.0,226.0,226.0,226.0,0,1,1
3334201337,1,0,0,0,0,0,0,0,0,0,0,Black,Non-white,Male,1,Released,0,2,0,1,2,1,0,0.0,0.0,0.0,12.0,12.0,12.0,0,1,1
4444489890,0,0,0,0,0,0,0,0,0,0,0,Black,Non-white,Male,1,Detained,0,0,0,1,1,1,0,,,,,,,0,1,0
2632321010,0,0,0,0,1,1,1,1,0,1,1,Black,Non-white,Male,1,Released,2,5,2,3,4,2,0,0.0,0.0,0.0,80.0,80.0,80.0,0,1,1
6234540698,0,1,0,1,1,0,1,1,0,1,0,Black,Non-white,Female,1,Detained,3,5,5,4,4,5,1,,,,,,,0,0,0
8644691887,0,1,0,0,0,0,0,0,0,0,0,White,White,Male,1,Released,0,0,2,1,1,2,0,0.0,0.0,0.0,240.0,240.0,240.0,1,1,1
2604610470,0,0,0,0,0,0,0,0,0,0,0,White,White,Female,1,Released,0,0,0,1,1,1,0,0.0,0.0,0.0,220.0,220.0,220.0,1,0,1
4437856663,0,0,0,0,0,0,0,0,0,0,0,Black,Non-white,Female,1,Released,0,0,0,1,1,1,0,0.0,0.0,0.0,,,,0,0,1
2171447081,0,1,0,0,0,0,0,0,0,1,0,Black,Non-white,Male,1,Released,1,0,2,2,1,2,0,0.0,0.0,0.0,243.0,243.0,243.0,0,1,1
2283591913,1,0,0,0,0,0,0,0,0,1,0,Black,Non-white,Male,1,Detained,1,2,0,2,2,1,0,,,,,,,0,1,0
238410150,0,0,0,0,1,0,1,0,0,0,0,Black,Non-white,Female,1,Released,1,1,1,2,2,1,0,0.0,0.0,0.0,38.0,38.0,38.0,0,0,1
1529743825,0,0,0,0,0,0,0,0,0,0,0,White,White,Female,1,Released,0,0,0,1,1,1,0,1.0,0.0,0.0,22.0,50.0,50.0,1,0,1
8844467072,0,0,0,0,1,0,1,1,0,0,0,Black,Non-white,Male,1,Released,1,2,2,2,2,2,0,0.0,1.0,1.0,240.0,81.0,81.0,0,1,1
7171831500,0,1,0,0,0,0,0,0,0,0,0,Black,Non-white,Male,1,Released,0,0,2,1,1,2,0,1.0,1.0,1.0,327.0,324.0,540.0,0,1,1
2940551094,1,1,0,0,0,0,0,0,0,0,0,White,White,Male,1,Detained,0,2,2,1,2,2,0,,,,,,,1,1,0
3683571766,0,0,0,1,0,0,0,0,0,0,0,Black,Non-white,Male,1,Released,1,3,1,2,3,1,0,0.0,0.0,0.0,154.0,154.0,154.0,0,1,1
8394876830,0,0,0,0,1,0,1,0,1,0,0,White,White,Male,1,Released,3,2,1,4,2,1,0,0.0,0.0,0.0,95.0,95.0,95.0,1,1,1
5330657456,0,0,0,0,1,0,1,1,0,0,0,Black,Non-white,Male,1,Detained,1,2,2,2,2,2,0,,,,,,,0,1,0
8790517739,0,0,0,0,1,1,1,2,0,1,1,White,White,Male,1,Released,2,5,2,3,4,2,0,1.0,1.0,0.0,388.0,59.0,948.0,1,1,1
8095801201,0,1,0,1,1,1,1,2,0,0,0,Black,Non-white,Male,1,Detained,2,6,5,3,4,5,1,,,,,,,0,1,0
3869517944,0,0,0,0,0,0,0,0,1,0,0,Black,Non-white,Male,1,Released,2,1,0,3,2,1,0,0.0,0.0,0.0,275.0,275.0,275.0,0,1,1
8277566794,0,1,0,0,1,0,1,0,2,0,0,Black,Non-white,Male,1,Detained,5,3,3,5,3,3,0,,,,,,,0,1,0
7257767337,0,0,0,0,1,1,1,0,1,1,0,Black,Non-white,Male,1,Released,4,3,1,4,3,1,0,0.0,0.0,0.0,90.0,90.0,90.0,0,1,1
8553359122,0,0,0,0,1,0,1,0,1,1,0,Black,Non-white,Male,1,Detained,4,2,1,4,2,1,0,,,,,,,0,1,0
2863306679,0,0,0,0,0,1,1,1,0,1,0,Black,Non-white,Male,1,Detained,2,2,2,3,2,2,0,,,,,,,0,1,0
7116172519,0,0,0,0,0,0,0,0,0,0,0,White,White,Male,1,Released,0,0,0,1,1,1,0,0.0,0.0,0.0,92.0,92.0,92.0,1,1,1
5234370832,0,0,0,0,1,1,1,1,1,1,1,Black,Non-white,Male,1,Detained,4,6,2,4,4,2,0,,,,,,,0,1,0
1656798547,0,0,0,0,0,0,0,0,2,1,0,Black,Non-white,Male,1,Released,5,2,0,5,2,1,0,0.0,0.0,0.0,1092.0,1092.0,1092.0,0,1,1
1746795075,0,0,0,0,0,0,0,0,2,0,0,White,White,Male,1,Released,4,2,0,4,2,1,0,1.0,1.0,0.0,148.0,147.0,437.0,1,1,1
606190662,0,1,0,1,1,1,1,0,2,1,0,Black,Non-white,Male,1,Released,7,7,4,6,5,4,1,1.0,0.0,0.0,587.0,1065.0,1065.0,0,1,1
6520892697,0,0,0,0,1,0,1,0,0,0,0,Black,Non-white,Male,1,Released,1,1,1,2,2,1,0,0.0,0.0,0.0,28.0,28.0,28.0,0,1,1
3354212824,0,0,0,0,1,1,1,2,1,0,1,Black,Non-white,Male,1,Detained,3,6,2,4,4,2,0,,,,,,,0,1,0
7711910113,0,1,0,1,0,1,1,2,2,1,1,Black,Non-white,Male,1,Detained,7,9,5,6,6,5,1,,,,,,,0,1,0
1753668096,0,0,0,0,1,0,1,0,0,0,0,Black,Non-white,Female,1,Detained,1,1,1,2,2,1,0,,,,,,,0,0,0
5167539496,0,1,0,1,1,0,1,2,0,1,1,Black,Non-white,Male,1,Released,3,7,5,4,5,5,1,0.0,0.0,0.0,419.0,419.0,419.0,0,1,1
3128189127,0,0,0,0,1,1,1,1,0,1,1,White,White,Male,1,Detained,2,5,2,3,4,2,0,,,,,,,1,1,0
3764715934,1,1,0,0,0,0,0,0,0,0,0,Black,Non-white,Male,1,Released,0,2,2,1,2,2,0,0.0,0.0,0.0,173.0,173.0,173.0,0,1,1
3946539697,0,1,0,0,1,0,1,2,0,0,1,Black,Non-white,Male,1,Released,1,4,4,2,3,4,1,0.0,0.0,0.0,18.0,18.0,18.0,0,1,1
5938448838,0,0,0,0,0,0,0,0,0,0,0,Black,Non-white,Male,1,Released,0,0,0,1,1,1,0,0.0,0.0,0.0,210.0,210.0,210.0,0,1,1
7202129604,0,0,0,0,0,0,0,0,0,0,0,Black,Non-white,Female,1,Released,0,0,0,1,1,1,0,0.0,0.0,0.0,340.0,340.0,340.0,0,0,1
7068173225,0,1,0,0,1,1,1,0,0,0,0,White,White,Male,1,Released,1,2,3,2,2,3,0,0.0,0.0,0.0,18.0,18.0,18.0,1,1,1
323750339,0,0,0,0,1,0,1,0,0,1,0,Black,Non-white,Male,1,Released,2,1,1,3,2,1,0,0.0,1.0,1.0,839.0,602.0,602.0,0,1,1
1678624480,0,0,0,0,1,0,1,0,2,0,0,Black,Non-white,Female,1,Released,5,3,1,5,3,1,0,0.0,0.0,0.0,318.0,318.0,318.0,0,0,1
3034754376,0,1,0,0,0,0,0,0,0,0,0,White,White,Male,1,Detained,0,0,2,1,1,2,0,,,,,,,1,1,0
7648097247,0,0,0,0,0,0,0,0,0,0,0,Black,Non-white,Female,1,Detained,0,0,0,1,1,1,0,,,,,,,0,0,0
1472772103,1,0,0,0,1,1,1,1,2,0,1,Black,Non-white,Male,1,Released,5,9,2,5,6,2,0,0.0,0.0,0.0,330.0,330.0,330.0,0,1,1
758836767,0,0,0,0,1,1,1,1,0,1,1,White,White,Male,1,Detained,2,5,2,3,4,2,0,,,,,,,1,1,0
5889375889,0,1,0,1,0,0,0,0,2,0,0,Black,Non-white,Male,1,Released,5,5,3,5,4,3,0,0.0,0.0,0.0,38.0,38.0,38.0,0,1,1
8268189745,1,1,0,0,1,0,1,1,0,1,0,Black,Non-white,Male,1,Detained,2,4,4,3,3,4,1,,,,,,,0,1,0
1215843513,0,1,0,1,1,1,1,2,2,1,1,Black,Non-white,Male,1,Detained,7,10,5,6,6,5,1,,,,,,,0,1,0
7158876029,0,1,0,0,0,0,0,0,0,0,0,Asian/Pacific Islander,Non-white,Male,1,Released,0,0,2,1,1,2,0,0.0,1.0,1.0,372.0,61.0,61.0,0,1,1
3575091319,1,0,0,0,1,0,1,0,2,0,0,Black,Non-white,Male,1,Detained,5,5,1,5,4,1,0,,,,,,,0,1,0
2140704763,0,1,0,0,1,1,1,2,0,0,1,Black,Non-white,Male,1,Detained,1,5,4,2,4,4,1,,,,,,,0,1,0
401281626,0,0,0,0,1,1,1,1,0,1,1,Black,Non-white,Male,1,Released,2,5,2,3,4,2,0,0.0,1.0,0.0,191.0,127.0,191.0,0,1,1
96339505,0,0,0,0,1,1,1,0,0,0,0,Black,Non-white,Male,1,Released,1,2,1,2,2,1,0,0.0,0.0,0.0,,,,0,1,1
7958684291,0,0,0,0,1,0,1,0,1,0,0,Black,Non-white,Male,1,Detained,3,2,1,4,2,1,0,,,,,,,0,1,0
8780307980,0,1,0,0,1,0,1,1,0,1,0,Black,Non-white,Male,1,Released,2,2,4,3,2,4,1,0.0,0.0,0.0,617.0,617.0,617.0,0,1,1
1384883102,0,0,0,0,0,0,0,0,0,0,0,Black,Non-white,Male,1,Released,0,0,0,1,1,1,0,0.0,0.0,0.0,,,,0,1,1
2430873893,0,0,0,0,0,0,0,0,0,0,0,Black,Non-white,Male,1,Released,0,0,0,1,1,1,0,0.0,0.0,0.0,,,,0,1,1
3202827982,0,0,0,0,0,0,0,0,0,0,0,White,White,Male,1,Released,0,0,0,1,1,1,0,1.0,1.0,1.0,346.0,57.0,164.0,1,1,1
1255428837,0,0,0,0,0,0,0,0,0,0,0,Black,Non-white,Male,1,Released,0,0,0,1,1,1,0,0.0,0.0,0.0,,,,0,1,1
4125695149,0,0,0,0,1,0,1,0,0,1,0,Black,Non-white,Male,1,Detained,2,1,1,3,2,1,0,,,,,,,0,1,0
8784048501,0,0,0,0,1,0,1,0,0,1,0,White,White,Male,1,Released,2,1,1,3,2,1,0,1.0,1.0,0.0,1003.0,99.0,1072.0,1,1,1
8703613124,1,1,1,0,0,0,0,0,0,0,0,Black,Non-white,Female,1,Released,0,2,3,1,2,3,0,1.0,0.0,0.0,399.0,408.0,408.0,0,0,1
3046758246,0,0,0,0,1,1,1,2,0,0,1,Black,Non-white,Male,1,Released,1,5,2,2,4,2,0,0.0,1.0,0.0,938.0,3.0,938.0,0,1,1
3616667644,1,0,0,0,0,0,0,0,0,0,0,Black,Non-white,Female,1,Released,0,2,0,1,2,1,0,0.0,1.0,0.0,1091.0,704.0,1091.0,0,0,1
5455711828,0,0,0,0,0,0,0,0,0,0,0,Black,Non-white,Male,1,Released,0,0,0,1,1,1,0,0.0,0.0,0.0,,,,0,1,1
3028009505,0,1,0,0,1,0,1,0,0,0,0,Black,Non-white,Male,1,Released,1,1,3,2,2,3,0,0.0,1.0,0.0,683.0,198.0,683.0,0,1,1
336557157,0,0,0,0,0,0,0,0,0,0,0,Black,Non-white,Male,1,Detained,0,0,0,1,1,1,0,,,,,,,0,1,0
6268161291,0,1,0,0,0,0,0,0,0,0,0,American Indian/Native Alaskan,Non-white,Female,1,Released,0,0,2,1,1,2,0,0.0,0.0,0.0,183.0,183.0,183.0,0,0,1
8892896936,0,1,0,0,0,0,0,0,0,0,0,Black,Non-white,Female,1,Released,0,0,2,1,1,2,0,0.0,0.0,0.0,133.0,133.0,133.0,0,0,1
7553576817,0,0,0,1,0,0,0,0,0,0,0,Black,Non-white,Male,1,Released,1,3,1,2,3,1,0,0.0,0.0,0.0,43.0,43.0,43.0,0,1,1
7873707607,0,0,0,0,1,1,1,2,1,1,1,Black,Non-white,Male,1,Released,4,6,2,4,4,2,0,0.0,0.0,0.0,54.0,54.0,54.0,0,1,1
2186618977,0,1,0,1,1,1,1,1,0,1,0,Black,Non-white,Male,1,Detained,3,6,5,4,4,5,1,,,,,,,0,1,0
792173988,0,1,0,0,0,0,0,0,0,0,0,Black,Non-white,Male,1,Released,0,0,2,1,1,2,0,0.0,0.0,0.0,632.0,632.0,632.0,0,1,1
4150135081,1,0,0,0,1,0,1,1,0,0,1,Black,Non-white,Female,1,Released,1,6,2,2,4,2,0,1.0,1.0,0.0,410.0,115.0,417.0,0,0,1
7035131263,0,0,0,0,0,0,0,0,0,0,0,Black,Non-white,Male,1,Detained,0,0,0,1,1,1,0,,,,,,,0,1,0
428018994,1,0,0,0,0,0,0,0,0,0,0,Black,Non-white,Male,1,Released,0,2,0,1,2,1,0,0.0,0.0,0.0,16.0,16.0,16.0,0,1,1
8371431941,0,0,0,0,1,1,1,2,2,1,0,Black,Non-white,Male,1,Detained,6,5,2,5,4,2,0,,,,,,,0,1,0
5718694993,1,0,0,0,0,0,0,0,0,0,0,Black,Non-white,Female,1,Released,0,2,0,1,2,1,0,0.0,1.0,0.0,1091.0,277.0,1091.0,0,0,1
1273477372,1,1,1,1,1,0,1,0,0,0,1,Black,Non-white,Male,1,Detained,2,8,5,3,5,5,1,,,,,,,0,1,0
1551711409,0,0,0,0,1,1,1,1,0,0,0,Black,Non-white,Male,1,Released,1,3,2,2,3,2,0,0.0,0.0,0.0,220.0,220.0,220.0,0,1,1
1693700341,0,1,0,0,0,0,0,0,1,1,0,Black,Non-white,Male,1,Detained,3,1,2,4,2,2,0,,,,,,,0,1,0
1259971782,1,1,1,0,1,0,1,1,0,0,1,Black,Non-white,Male,1,Detained,1,6,5,2,4,5,1,,,,,,,0,1,0
1565859819,0,1,0,0,1,0,1,0,0,0,0,White,White,Male,1,Released,1,1,3,2,2,3,0,0.0,0.0,0.0,147.0,147.0,147.0,1,1,1
1144902903,0,0,0,0,1,1,1,1,0,0,1,Black,Non-white,Male,1,Released,1,5,2,2,4,2,0,0.0,0.0,0.0,191.0,191.0,191.0,0,1,1
2711808540,0,0,0,0,1,1,1,0,0,1,0,Black,Non-white,Male,1,Detained,2,2,1,3,2,1,0,,,,,,,0,1,0
3647235618,0,0,0,0,1,1,1,2,0,1,1,Black,Non-white,Female,1,Detained,2,5,2,3,4,2,0,,,,,,,0,0,0
1081436213,0,1,0,0,0,0,0,0,0,0,0,Black,Non-white,Male,1,Detained,0,0,2,1,1,2,0,,,,,,,0,1,0
8551448765,0,0,0,0,0,0,0,0,0,0,0,Black,Non-white,Male,1,Released,0,0,0,1,1,1,0,0.0,0.0,0.0,17.0,17.0,17.0,0,1,1
5191161534,0,0,0,1,1,0,1,0,1,1,0,Black,Non-white,Female,1,Released,5,5,2,5,4,2,0,0.0,1.0,0.0,70.0,35.0,70.0,0,0,1
1736124857,0,0,0,0,1,1,1,0,0,0,1,Black,Non-white,Male,1,Released,1,4,1,2,3,1,0,0.0,0.0,0.0,90.0,90.0,90.0,0,1,1
3392041424,0,1,0,0,1,1,1,2,0,1,1,Black,Non-white,Male,1,Detained,2,5,4,3,4,4,1,,,,,,,0,1,0
2684908397,0,0,0,1,1,1,1,2,0,1,1,Black,Non-white,Male,1,Released,3,8,3,4,5,3,0,1.0,1.0,1.0,95.0,135.0,383.0,0,1,1
6550953500,1,1,1,1,1,0,1,0,1,0,0,Black,Non-white,Male,1,Detained,4,7,5,4,5,5,1,,,,,,,0,1,0
7544872101,0,1,0,0,0,0,0,0,0,0,0,Black,Non-white,Male,1,Detained,0,0,2,1,1,2,0,,,,,,,0,1,0
3259409134,0,0,0,0,1,0,1,2,0,0,0,Black,Non-white,Male,1,Released,1,2,2,2,2,2,0,0.0,0.0,0.0,,,,0,1,1
4607583369,1,0,0,0,0,0,0,0,0,0,0,Black,Non-white,Female,1,Released,0,2,0,1,2,1,0,0.0,0.0,0.0,34.0,34.0,34.0,0,0,1
1313729784,1,0,0,0,0,0,0,0,0,0,0,Black,Non-white,Female,1,Detained,0,2,0,1,2,1,0,,,,,,,0,0,0
7591409206,0,1,0,0,1,1,1,2,0,0,1,Black,Non-white,Male,1,Released,1,5,4,2,4,4,1,0.0,0.0,0.0,722.0,722.0,722.0,0,1,1
3858469862,0,0,0,0,1,1,1,2,0,1,1,Black,Non-white,Male,1,Released,2,5,2,3,4,2,0,0.0,0.0,0.0,68.0,68.0,68.0,0,1,1
8490194219,0,1,0,0,1,1,1,2,0,1,1,Black,Non-white,Male,1,Detained,2,5,4,3,4,4,1,,,,,,,0,1,0
203788084,0,0,0,0,1,1,1,2,1,1,1,Black,Non-white,Male,1,Detained,4,6,2,4,4,2,0,,,,,,,0,1,0
265525723,0,0,0,0,1,1,1,2,0,1,1,Black,Non-white,Male,1,Detained,2,5,2,3,4,2,0,,,,,,,0,1,0
4973587730,0,0,0,1,1,1,1,2,0,1,1,Black,Non-white,Male,1,Released,3,8,3,4,5,3,0,0.0,1.0,0.0,47.0,12.0,47.0,0,1,1
5254992253,1,1,0,0,0,0,0,0,0,0,0,Black,Non-white,Male,1,Released,0,2,2,1,2,2,0,0.0,0.0,0.0,657.0,657.0,657.0,0,1,1
8595224655,0,1,0,0,0,0,0,0,0,0,0,American Indian/Native Alaskan,Non-white,Female,1,Released,0,0,2,1,1,2,0,0.0,0.0,0.0,112.0,112.0,112.0,0,0,1
2990761583,0,1,0,0,1,0,1,0,0,0,0,Black,Non-white,Female,1,Released,1,1,3,2,2,3,0,0.0,0.0,0.0,294.0,294.0,294.0,0,0,1
2849820872,0,0,0,1,1,0,1,0,0,0,0,Black,Non-white,Male,1,Detained,2,4,2,3,3,2,0,,,,,,,0,1,0
8505428829,0,0,0,1,1,1,1,0,0,1,1,Black,Non-white,Male,1,Released,3,7,2,4,5,2,0,0.0,0.0,0.0,417.0,417.0,417.0,0,1,1
214279024,0,0,0,1,1,1,1,1,0,1,1,Black,Non-white,Male,1,Detained,3,8,3,4,5,3,0,,,,,,,0,1,0
7935743749,0,0,0,1,0,0,0,0,0,0,0,Black,Non-white,Male,1,Detained,1,3,1,2,3,1,0,,,,,,,0,1,0
5604576609,1,1,0,0,0,0,0,0,0,0,0,Black,Non-white,Female,1,Released,0,2,2,1,2,2,0,0.0,0.0,0.0,265.0,265.0,265.0,0,0,1
1402423169,0,1,0,0,0,0,0,0,0,0,0,Black,Non-white,Female,1,Released,0,0,2,1,1,2,0,0.0,0.0,0.0,464.0,464.0,464.0,0,0,1
2079919832,0,0,0,0,0,1,1,0,0,0,0,Black,Non-white,Male,1,Detained,1,1,1,2,2,1,0,,,,,,,0,1,0
3133154754,0,1,0,0,0,0,1,0,0,0,0,Black,Non-white,Male,1,Released,1,0,3,2,1,3,0,0.0,0.0,0.0,1007.0,1007.0,1007.0,0,1,1
6745103745,0,1,0,0,0,0,0,0,0,0,0,Black,Non-white,Female,1,Released,0,0,2,1,1,2,0,0.0,0.0,0.0,75.0,75.0,75.0,0,0,1
8547314223,0,0,0,1,0,0,0,0,0,0,0,Black,Non-white,Female,1,Released,1,3,1,2,3,1,0,0.0,1.0,0.0,112.0,19.0,112.0,0,0,1
263612507,0,0,0,1,1,1,1,2,0,0,1,Black,Non-white,Male,1,Detained,2,8,3,3,5,3,0,,,,,,,0,1,0
3527181859,1,1,1,1,1,1,1,1,2,1,1,Black,Non-white,Male,1,Detained,7,12,6,6,6,6,1,,,,,,,0,1,0
8455105359,0,0,0,0,0,0,0,0,0,0,0,Black,Non-white,Female,1,Released,0,0,0,1,1,1,0,1.0,0.0,0.0,321.0,449.0,449.0,0,0,1
6158864794,0,0,0,0,0,1,1,0,1,1,0,Black,Non-white,Male,1,Released,4,2,1,4,2,1,0,0.0,0.0,0.0,283.0,283.0,283.0,0,1,1
5111674764,0,1,0,0,0,0,0,0,0,0,0,Black,Non-white,Male,1,Released,0,0,2,1,1,2,0,0.0,0.0,0.0,340.0,340.0,340.0,0,1,1
2580829890,0,0,0,0,1,0,1,0,0,0,0,Black,Non-white,Male,1,Detained,1,1,1,2,2,1,0,,,,,,,0,1,0
3128410807,0,1,0,0,1,0,1,0,0,0,0,Black,Non-white,Male,1,Released,1,1,3,2,2,3,0,0.0,0.0,0.0,390.0,390.0,390.0,0,1,1
7579309055,1,1,0,0,0,0,0,0,1,0,0,Black,Non-white,Male,1,Detained,2,3,2,3,3,2,0,,,,,,,0,1,0
5953971338,0,0,0,1,1,1,1,2,0,1,1,Black,Non-white,Male,1,Detained,3,8,3,4,5,3,0,,,,,,,0,1,0
8983124250,0,0,0,0,1,1,1,2,0,1,1,Black,Non-white,Male,1,Detained,2,5,2,3,4,2,0,,,,,,,0,1,0
5483494194,1,1,0,0,0,0,0,0,0,0,0,White,White,Male,1,Released,0,2,2,1,2,2,0,0.0,0.0,0.0,321.0,321.0,321.0,1,1,1
563622298,0,1,0,0,1,1,1,2,0,1,1,Black,Non-white,Male,1,Detained,2,5,4,3,4,4,1,,,,,,,0,1,0
2056860161,1,0,0,0,0,0,0,0,0,0,0,Black,Non-white,Male,1,Released,0,2,0,1,2,1,0,0.0,0.0,0.0,54.0,54.0,54.0,0,1,1
4721154880,0,0,0,0,1,0,1,0,1,0,0,White,White,Male,1,Released,3,2,1,4,2,1,0,0.0,0.0,0.0,266.0,266.0,266.0,1,1,1
7188644279,1,0,0,1,0,0,0,0,0,0,0,Black,Non-white,Male,1,Released,1,5,1,2,4,1,0,0.0,0.0,0.0,112.0,112.0,112.0,0,1,1
5498155764,0,0,0,0,1,1,1,2,0,1,1,Black,Non-white,Male,1,Detained,2,5,2,3,4,2,0,,,,,,,0,1,0
8544005574,1,0,0,0,0,0,0,0,0,0,0,Black,Non-white,Male,1,Detained,0,2,0,1,2,1,0,,,,,,,0,1,0
2524006708,1,0,0,0,0,0,0,0,0,0,0,Black,Non-white,Male,1,Released,0,2,0,1,2,1,0,0.0,0.0,0.0,13.0,13.0,13.0,0,1,1
2904487387,1,0,0,0,0,0,0,0,0,0,0,Black,Non-white,Male,1,Detained,0,2,0,1,2,1,0,,,,,,,0,1,0
7262974711,0,0,0,0,1,1,1,2,0,1,1,Black,Non-white,Male,1,Released,2,5,2,3,4,2,0,0.0,0.0,0.0,151.0,151.0,151.0,0,1,1
7860205072,0,0,0,0,0,0,0,0,0,0,0,Black,Non-white,Male,1,Released,0,0,0,1,1,1,0,0.0,0.0,0.0,55.0,55.0,55.0,0,1,1
3345562991,0,0,0,1,1,0,1,0,1,0,0,Black,Non-white,Female,1,Detained,4,5,2,4,4,2,0,,,,,,,0,0,0
7624324851,0,0,0,0,1,1,1,1,1,1,0,Black,Non-white,Female,1,Released,4,4,2,4,3,2,0,0.0,0.0,0.0,56.0,56.0,56.0,0,0,1
2264863354,0,1,0,0,0,0,0,0,0,1,0,Black,Non-white,Female,1,Released,1,0,2,2,1,2,0,0.0,0.0,0.0,237.0,237.0,237.0,0,0,1
1604951725,0,0,0,0,1,0,1,1,0,0,1,Black,Non-white,Male,1,Detained,1,4,2,2,3,2,0,,,,,,,0,1,0
5551234317,1,0,0,0,0,0,0,0,0,0,0,Black,Non-white,Female,1,Detained,0,2,0,1,2,1,0,,,,,,,0,0,0
715652321,1,1,1,0,1,0,1,0,0,0,1,Black,Non-white,Male,1,Detained,1,5,4,2,4,4,1,,,,,,,0,1,0
6184739236,0,0,0,0,0,0,0,0,2,0,0,Black,Non-white,Male,1,Released,4,2,0,4,2,1,0,1.0,0.0,0.0,408.0,1084.0,1084.0,0,1,1
7690898909,0,0,0,0,1,0,1,0,1,0,0,White,White,Male,1,Released,3,2,1,4,2,1,0,0.0,0.0,0.0,66.0,66.0,66.0,1,1,1
8745211010,1,0,0,0,0,0,0,0,0,0,0,White,White,Male,1,Released,0,2,0,1,2,1,0,0.0,1.0,0.0,761.0,13.0,761.0,1,1,1
8825640930,0,1,0,0,1,1,1,2,2,1,1,Black,Non-white,Male,1,Detained,6,7,4,5,5,4,1,,,,,,,0,1,0
1690347997,0,1,0,0,1,1,1,2,0,1,1,Black,Non-white,Female,1,Released,2,5,4,3,4,4,1,0.0,0.0,0.0,141.0,141.0,141.0,0,0,1
7678527135,0,1,0,0,0,0,0,0,0,1,0,Black,Non-white,Female,1,Detained,1,0,2,2,1,2,0,,,,,,,0,0,0
6372035393,0,0,0,0,1,0,1,0,0,0,0,Black,Non-white,Male,1,Released,1,1,1,2,2,1,0,0.0,0.0,0.0,,,,0,1,1
4339867803,0,0,0,0,0,0,0,0,0,0,0,Black,Non-white,Male,1,Released,0,0,0,1,1,1,0,0.0,1.0,0.0,130.0,93.0,130.0,0,1,1
3229141470,0,0,0,0,1,1,1,1,0,1,1,Black,Non-white,Female,1,Released,2,5,2,3,4,2,0,0.0,0.0,0.0,,,,0,0,1
6467272557,1,1,0,0,1,1,1,0,2,0,1,Black,Non-white,Male,1,Released,5,8,3,5,5,3,0,1.0,0.0,0.0,249.0,255.0,255.0,0,1,1
5383664955,0,1,0,0,0,0,0,0,0,0,0,Black,Non-white,Female,1,Released,0,0,2,1,1,2,0,0.0,1.0,1.0,983.0,683.0,683.0,0,0,1
7290113707,0,1,0,0,1,0,1,2,0,1,0,Black,Non-white,Male,1,Released,2,2,4,3,2,4,1,0.0,1.0,0.0,776.0,218.0,776.0,0,1,1
4879246863,0,1,0,0,0,0,0,0,0,0,0,Black,Non-white,Male,1,Released,0,0,2,1,1,2,0,0.0,0.0,0.0,108.0,108.0,108.0,0,1,1
2832469822,0,0,0,1,1,1,1,2,2,1,1,Black,Non-white,Male,1,Detained,7,10,3,6,6,3,0,,,,,,,0,1,0
